User_Location,Artisan_Location,Skill_Type,Availability,Scheduling_Preference,Artisan_Name
Jigawa,Jigawa,Hairdresser,Available,Advance,Oluwatobi Ogunleye
Kogi,Kogi,Hairdresser,Not Available,On-Demand,Obinna Ibe
Nasarawa,Nasarawa,Tailor,Not Available,On-Demand,Oluwaseun Ojo
Adamawa,Adamawa,Event Planner,Not Available,On-Demand,Umar Ali
Akwa Ibom,Akwa Ibom,Tailor,Available,On-Demand,Oluwakemi Ajayi
Plateau,Plateau,Photographer,Available,Advance,Ifeoma Okeke
Gombe,Gombe,Welder,Available,Advance,Olufemi Adebiyi
Katsina,Katsina,Hairdresser,Available,On-Demand,Olumide Adeyemi
Kebbi,Kebbi,Carpenter,Not Available,On-Demand,Oluwatoyin Adegbola
Ondo,Ondo,Welder,Available,On-Demand,Chidinma Nwankwo
Delta,Delta,Electrician,Available,On-Demand,Oluwatoyin Ogunlana
Imo,Imo,Barber,Not Available,On-Demand,Umar Abubakar
Ebonyi,Ebonyi,Tailor,Not Available,On-Demand,Obinna Eze
Edo,Edo,Painter,Available,On-Demand,Sadiya Umar
Benue,Benue,Furniture Maker,Not Available,On-Demand,Chizoba Okafor
Ondo,Ondo,Caterer,Available,On-Demand,Chizoba Okafor
Katsina,Katsina,Shoe Cobbler,Not Available,On-Demand,Umar Muhammad
Ebonyi,Ebonyi,Tailor,Available,Advance,Chukwudi Eze
Kebbi,Kebbi,Gardener,Available,Advance,Chidinma Ibe
Kano,Kano,Caterer,Not Available,Advance,Oluwatoyin Adegbola
Bauchi,Bauchi,Welder,Available,On-Demand,Hauwa Sani
Katsina,Katsina,Furniture Maker,Not Available,On-Demand,Adetokunbo Olawale
Rivers,Rivers,Interior Decorator,Not Available,On-Demand,Umar Ali
Enugu,Enugu,Interior Decorator,Available,Advance,Chinonso Okoye
Lagos,Lagos,Tailor,Available,Advance,Ifeoma Okafor
Taraba,Taraba,Graphic Designer,Not Available,On-Demand,Olumide Adeyemi
Jigawa,Jigawa,Makeup Artist,Available,On-Demand,Oluwaseun Ogunleye
Plateau,Plateau,Hairdresser,Not Available,On-Demand,Olumide Olawale
Niger,Niger,Plumber,Available,On-Demand,Umar Muhammad
Kogi,Kogi,Gardener,Not Available,Advance,Nneka Okafor
Bayelsa,Bayelsa,Painter,Available,Advance,Adetokunbo Adebiyi
Benue,Benue,Caterer,Available,Advance,Aliyu Hassan
Bayelsa,Bayelsa,Painter,Not Available,On-Demand,Uchechi Eze
Zamfara,Zamfara,Hairdresser,Not Available,On-Demand,Uchechi Okeke
Rivers,Rivers,Dressmaker,Not Available,Advance,Aisha Umar
Ondo,Ondo,Graphic Designer,Not Available,Advance,Chidinma Okafor
Kogi,Kogi,Plumber,Not Available,Advance,Chukwudi Okoye
Bauchi,Bauchi,Shoe Cobbler,Not Available,Advance,Aisha Ibrahim
Yobe,Yobe,Interior Decorator,Available,On-Demand,Umar Yusuf
Niger,Niger,Barber,Available,On-Demand,Uchechi Onyeka
Kaduna,Kaduna,Makeup Artist,Available,Advance,Ifeoma Okeke
Adamawa,Adamawa,Tailor,Not Available,On-Demand,Abubakar Umar
Yobe,Yobe,Shoe Cobbler,Available,On-Demand,Oluwatobi Adeyemi
Abia,Abia,Makeup Artist,Available,Advance,Aliyu Umar
Ebonyi,Ebonyi,Dressmaker,Not Available,Advance,Aliyu Ali
Osun,Osun,Interior Decorator,Available,Advance,Uchechi Nwankwo
Kogi,Kogi,Mechanic,Not Available,On-Demand,Obinna Onyeka
Adamawa,Adamawa,Furniture Maker,Not Available,Advance,Sadiya Yusuf
Abia,Abia,Hairdresser,Not Available,Advance,Uchechi Eze
Anambra,Anambra,Graphic Designer,Available,On-Demand,Chizoba Eze
Lagos,Lagos,Dressmaker,Available,Advance,Sadiya Yusuf
Niger,Niger,Gardener,Not Available,On-Demand,Aisha Hassan
Lagos,Lagos,Caterer,Available,Advance,Abubakar Sani
Lagos,Lagos,Hairdresser,Not Available,Advance,Chizoba Okoye
Ekiti,Ekiti,Mechanic,Not Available,Advance,Ifeoma Okoye
Kogi,Kogi,Painter,Not Available,On-Demand,Fatima Umar
Cross River,Cross River,Tailor,Available,On-Demand,Babatunde Adeyemi
Nasarawa,Nasarawa,Event Planner,Not Available,Advance,Oluwaseun Adeyemi
Ondo,Ondo,Hairdresser,Available,Advance,Aliyu Umar
Lagos,Lagos,Gardener,Available,Advance,Abubakar Ibrahim
Ogun,Ogun,Dressmaker,Not Available,On-Demand,Oluwaseun Ogunlana
Lagos,Lagos,Painter,Not Available,On-Demand,Chidinma Eze
Akwa Ibom,Akwa Ibom,Barber,Available,Advance,Chukwudi Okoye
Akwa Ibom,Akwa Ibom,Carpenter,Not Available,Advance,Sadiya Abubakar
Bauchi,Bauchi,Barber,Available,Advance,Obinna Okafor
Zamfara,Zamfara,Barber,Available,On-Demand,Hauwa Sani
Akwa Ibom,Akwa Ibom,Shoe Cobbler,Available,Advance,Fatima Ali
Delta,Delta,Dressmaker,Not Available,Advance,Chukwudi Okeke
Abia,Abia,Carpenter,Not Available,On-Demand,Oluwatobi Adegbola
Kogi,Kogi,Event Planner,Available,Advance,Aisha Ibrahim
Enugu,Enugu,Tailor,Not Available,On-Demand,Chizoba Okeke
Ebonyi,Ebonyi,Electrician,Not Available,On-Demand,Oluwakemi Ogunleye
Sokoto,Sokoto,Caterer,Available,Advance,Oluwatoyin Ojo
Taraba,Taraba,Tailor,Available,Advance,Yusuf Ali
Jigawa,Jigawa,Photographer,Not Available,Advance,Chinonso Okeke
Ekiti,Ekiti,Plumber,Available,On-Demand,Chidinma Eze
Ekiti,Ekiti,Hairdresser,Not Available,Advance,Adetokunbo Adegbola
Kwara,Kwara,Barber,Not Available,On-Demand,Chinonso Nwankwo
Kano,Kano,Tailor,Available,Advance,Abubakar Ali
Lagos,Lagos,Shoe Cobbler,Available,On-Demand,Yusuf Ibrahim
Niger,Niger,Carpenter,Available,Advance,Oluwatoyin Ajayi
Bayelsa,Bayelsa,Interior Decorator,Available,Advance,Nneka Okoye
Bayelsa,Bayelsa,Caterer,Available,Advance,Chizoba Eze
Gombe,Gombe,Hairdresser,Not Available,On-Demand,Abubakar Sani
Ogun,Ogun,Tiler,Not Available,Advance,Chidinma Ibe
Borno,Borno,Makeup Artist,Available,Advance,Chidinma Okafor
Kano,Kano,Event Planner,Not Available,On-Demand,Adetokunbo Adebiyi
Cross River,Cross River,Mechanic,Available,Advance,Chukwudi Okafor
Taraba,Taraba,Hairdresser,Available,Advance,Chidinma Okoye
Ekiti,Ekiti,Carpenter,Not Available,On-Demand,Chukwudi Okafor
Ogun,Ogun,Graphic Designer,Available,On-Demand,Oluwatobi Adebiyi
Edo,Edo,Painter,Available,Advance,Olumide Adegbola
Delta,Delta,Shoe Cobbler,Not Available,Advance,Chizoba Eze
Nasarawa,Nasarawa,Electrician,Available,On-Demand,Fatima Muhammad
Anambra,Anambra,Hairdresser,Available,On-Demand,Sadiya Hassan
Kogi,Kogi,Furniture Maker,Not Available,Advance,Yusuf Hassan
Bauchi,Bauchi,Carpenter,Not Available,On-Demand,Chidinma Okafor
Kaduna,Kaduna,Electrician,Available,On-Demand,Obinna Okafor
Anambra,Anambra,Graphic Designer,Not Available,On-Demand,Abubakar Hassan
Sokoto,Sokoto,Hairdresser,Available,On-Demand,Aliyu Sani
Imo,Imo,Gardener,Available,Advance,Oluwatobi Adebiyi
Abia,Abia,Gardener,Not Available,Advance,Fatima Umar
Osun,Osun,Electrician,Not Available,Advance,Babatunde Ogunleye
Rivers,Rivers,Carpenter,Not Available,Advance,Chizoba Okoye
Rivers,Rivers,Furniture Maker,Not Available,Advance,Aisha Ali
Osun,Osun,Photographer,Not Available,On-Demand,Hauwa Hassan
Rivers,Rivers,Barber,Not Available,On-Demand,Uchechi Onyeka
Rivers,Rivers,Mechanic,Not Available,Advance,Aliyu Muhammad
Kano,Kano,Tiler,Available,Advance,Babatunde Adebiyi
Cross River,Cross River,Welder,Available,On-Demand,Ifeoma Ibe
Ekiti,Ekiti,Shoe Cobbler,Not Available,Advance,Olumide Ogunlana
Ekiti,Ekiti,Photographer,Available,Advance,Yusuf Umar
Sokoto,Sokoto,Hairdresser,Available,On-Demand,Chizoba Okeke
Enugu,Enugu,Graphic Designer,Not Available,On-Demand,Oluwaseun Ojo
Kogi,Kogi,Tiler,Not Available,Advance,Sadiya Hassan
Zamfara,Zamfara,Electrician,Available,Advance,Olumide Adebiyi
Rivers,Rivers,Caterer,Available,Advance,Aliyu Yusuf
Akwa Ibom,Akwa Ibom,Dressmaker,Available,On-Demand,Oluwatoyin Ogunleye
Plateau,Plateau,Graphic Designer,Available,Advance,Yusuf Hassan
Abia,Abia,Mechanic,Not Available,Advance,Umar Abubakar
Akwa Ibom,Akwa Ibom,Event Planner,Not Available,On-Demand,Olumide Olawale
Kogi,Kogi,Plumber,Available,Advance,Hauwa Ali
Zamfara,Zamfara,Mechanic,Not Available,Advance,Chinonso Nwankwo
Delta,Delta,Interior Decorator,Not Available,On-Demand,Oluwatoyin Olawale
Ebonyi,Ebonyi,Photographer,Not Available,Advance,Sadiya Abubakar
Kwara,Kwara,Makeup Artist,Available,Advance,Babatunde Ajayi
Osun,Osun,Photographer,Available,Advance,Hauwa Sani
Lagos,Lagos,Carpenter,Not Available,Advance,Obinna Okeke
Kaduna,Kaduna,Hairdresser,Available,On-Demand,Obinna Okafor
Enugu,Enugu,Painter,Not Available,On-Demand,Chinonso Ibe
Rivers,Rivers,Tailor,Available,Advance,Olufemi Ogunleye
Jigawa,Jigawa,Furniture Maker,Available,On-Demand,Uchechi Onyeka
Benue,Benue,Interior Decorator,Not Available,On-Demand,Nneka Onyeka
Lagos,Lagos,Barber,Not Available,Advance,Oluwaseun Ojo
Oyo,Oyo,Tailor,Not Available,Advance,Uchechi Okafor
Benue,Benue,Makeup Artist,Available,Advance,Chidinma Okoye
Kwara,Kwara,Painter,Available,Advance,Chizoba Eze
Niger,Niger,Plumber,Available,Advance,Aisha Yusuf
Sokoto,Sokoto,Painter,Available,Advance,Oluwatoyin Olawale
Taraba,Taraba,Electrician,Available,Advance,Ifeoma Okoye
Cross River,Cross River,Shoe Cobbler,Available,On-Demand,Oluwaseun Adebiyi
Ogun,Ogun,Electrician,Available,On-Demand,Olufemi Ajayi
Ebonyi,Ebonyi,Furniture Maker,Available,Advance,Uchechi Eze
Plateau,Plateau,Mechanic,Available,On-Demand,Olumide Olawale
Ogun,Ogun,Carpenter,Available,On-Demand,Oluwatobi Ajayi
Benue,Benue,Hairdresser,Available,On-Demand,Umar Umar
Edo,Edo,Dressmaker,Not Available,Advance,Chidinma Onyeka
Ondo,Ondo,Mechanic,Available,Advance,Nneka Nwankwo
Delta,Delta,Hairdresser,Not Available,Advance,Nneka Okafor
Osun,Osun,Furniture Maker,Not Available,On-Demand,Aliyu Hassan
Sokoto,Sokoto,Welder,Not Available,Advance,Olumide Ojo
Taraba,Taraba,Mechanic,Not Available,On-Demand,Babatunde Ogunleye
Niger,Niger,Dressmaker,Not Available,On-Demand,Hauwa Ali
Zamfara,Zamfara,Shoe Cobbler,Available,On-Demand,Nneka Eze
Gombe,Gombe,Event Planner,Not Available,Advance,Oluwatoyin Ogunleye
Abia,Abia,Photographer,Available,Advance,Aliyu Yusuf
Akwa Ibom,Akwa Ibom,Caterer,Available,On-Demand,Chidinma Nwankwo
Imo,Imo,Photographer,Not Available,Advance,Fatima Umar
Ekiti,Ekiti,Painter,Not Available,Advance,Oluwatobi Adeyemi
Zamfara,Zamfara,Graphic Designer,Not Available,On-Demand,Olufemi Adegbola
Katsina,Katsina,Dressmaker,Available,Advance,Babatunde Olawale
Anambra,Anambra,Carpenter,Not Available,Advance,Aisha Yusuf
Oyo,Oyo,Caterer,Available,Advance,Babatunde Adegbola
Delta,Delta,Mechanic,Not Available,Advance,Adetokunbo Adegbola
Lagos,Lagos,Furniture Maker,Not Available,Advance,Aisha Muhammad
Sokoto,Sokoto,Furniture Maker,Not Available,Advance,Adetokunbo Ojo
Akwa Ibom,Akwa Ibom,Graphic Designer,Available,Advance,Chidinma Onyeka
Rivers,Rivers,Hairdresser,Available,On-Demand,Oluwaseun Adegbola
Oyo,Oyo,Shoe Cobbler,Not Available,On-Demand,Sadiya Abubakar
Yobe,Yobe,Interior Decorator,Available,On-Demand,Aliyu Hassan
Enugu,Enugu,Interior Decorator,Not Available,Advance,Chukwudi Eze
Ondo,Ondo,Caterer,Not Available,On-Demand,Umar Yusuf
Akwa Ibom,Akwa Ibom,Graphic Designer,Not Available,Advance,Oluwatobi Ajayi
Adamawa,Adamawa,Dressmaker,Available,Advance,Olumide Adebiyi
Abia,Abia,Makeup Artist,Not Available,Advance,Hauwa Umar
Kwara,Kwara,Tiler,Not Available,On-Demand,Chinonso Nwankwo
Delta,Delta,Gardener,Available,On-Demand,Babatunde Ajayi
Bauchi,Bauchi,Carpenter,Not Available,On-Demand,Obinna Okeke
Abia,Abia,Painter,Available,On-Demand,Olumide Ogunlana
Plateau,Plateau,Shoe Cobbler,Available,On-Demand,Yusuf Sani
Kano,Kano,Tailor,Available,On-Demand,Oluwaseun Ogunlana
Ogun,Ogun,Furniture Maker,Not Available,On-Demand,Hauwa Ibrahim
Akwa Ibom,Akwa Ibom,Makeup Artist,Available,Advance,Ifeoma Eze
Imo,Imo,Interior Decorator,Available,On-Demand,Fatima Abubakar
Ogun,Ogun,Electrician,Not Available,Advance,Aisha Ibrahim
Katsina,Katsina,Caterer,Available,Advance,Uchechi Onyeka
Abia,Abia,Dressmaker,Available,On-Demand,Abubakar Yusuf
Bayelsa,Bayelsa,Makeup Artist,Not Available,On-Demand,Umar Ibrahim
Taraba,Taraba,Photographer,Available,On-Demand,Hauwa Umar
Kaduna,Kaduna,Graphic Designer,Not Available,Advance,Oluwaseun Ajayi
Niger,Niger,Photographer,Available,On-Demand,Hauwa Abubakar
Zamfara,Zamfara,Hairdresser,Not Available,On-Demand,Babatunde Adebiyi
Benue,Benue,Interior Decorator,Not Available,On-Demand,Chinonso Okafor
Gombe,Gombe,Carpenter,Available,Advance,Uchechi Eze
Ondo,Ondo,Hairdresser,Available,On-Demand,Chinonso Nwankwo
Imo,Imo,Event Planner,Not Available,Advance,Chizoba Okoye
Ebonyi,Ebonyi,Dressmaker,Available,On-Demand,Abubakar Muhammad
Bayelsa,Bayelsa,Tailor,Not Available,On-Demand,Olufemi Adeyemi
Delta,Delta,Plumber,Not Available,On-Demand,Sadiya Sani
Borno,Borno,Photographer,Not Available,Advance,Babatunde Adebiyi
Edo,Edo,Interior Decorator,Available,Advance,Oluwatobi Ojo
Zamfara,Zamfara,Photographer,Not Available,On-Demand,Chukwudi Okeke
Jigawa,Jigawa,Interior Decorator,Available,On-Demand,Chukwudi Okafor
Bayelsa,Bayelsa,Painter,Not Available,Advance,Aliyu Abubakar
Kwara,Kwara,Furniture Maker,Not Available,On-Demand,Nneka Okafor
Jigawa,Jigawa,Carpenter,Not Available,Advance,Olufemi Adebiyi
Sokoto,Sokoto,Barber,Available,On-Demand,Chizoba Ibe
Anambra,Anambra,Photographer,Available,Advance,Sadiya Hassan
Bayelsa,Bayelsa,Mechanic,Available,Advance,Chukwudi Okafor
Kano,Kano,Caterer,Available,On-Demand,Yusuf Muhammad
Imo,Imo,Carpenter,Not Available,On-Demand,Fatima Ali
Rivers,Rivers,Event Planner,Available,Advance,Oluwatoyin Ogunleye
Taraba,Taraba,Event Planner,Not Available,On-Demand,Olumide Adeyemi
Zamfara,Zamfara,Painter,Available,Advance,Aliyu Ibrahim
Sokoto,Sokoto,Hairdresser,Not Available,On-Demand,Fatima Ibrahim
Kwara,Kwara,Photographer,Available,Advance,Nneka Nwankwo
Abia,Abia,Furniture Maker,Available,On-Demand,Fatima Yusuf
Ebonyi,Ebonyi,Painter,Available,On-Demand,Obinna Okafor
Gombe,Gombe,Tiler,Available,Advance,Oluwatoyin Ajayi
Bayelsa,Bayelsa,Barber,Not Available,On-Demand,Hauwa Ibrahim
Edo,Edo,Tiler,Available,On-Demand,Oluwatobi Adeyemi
Zamfara,Zamfara,Hairdresser,Available,Advance,Aisha Abubakar
Kaduna,Kaduna,Electrician,Not Available,On-Demand,Aliyu Ibrahim
Enugu,Enugu,Electrician,Not Available,On-Demand,Adetokunbo Adegbola
Kogi,Kogi,Gardener,Available,On-Demand,Fatima Sani
Enugu,Enugu,Graphic Designer,Not Available,On-Demand,Olumide Adeyemi
Enugu,Enugu,Barber,Available,On-Demand,Oluwaseun Ojo
Lagos,Lagos,Electrician,Available,On-Demand,Adetokunbo Adebiyi
Lagos,Lagos,Furniture Maker,Not Available,On-Demand,Nneka Eze
Niger,Niger,Dressmaker,Not Available,Advance,Obinna Okoye
Jigawa,Jigawa,Hairdresser,Available,On-Demand,Fatima Yusuf
Yobe,Yobe,Interior Decorator,Not Available,On-Demand,Chidinma Okafor
Katsina,Katsina,Photographer,Not Available,On-Demand,Chidinma Ibe
Benue,Benue,Tailor,Not Available,Advance,Ifeoma Nwankwo
Enugu,Enugu,Makeup Artist,Available,Advance,Abubakar Muhammad
Bayelsa,Bayelsa,Dressmaker,Not Available,On-Demand,Chinonso Okeke
Taraba,Taraba,Makeup Artist,Not Available,On-Demand,Sadiya Ibrahim
Abia,Abia,Photographer,Available,On-Demand,Ifeoma Okoye
Kwara,Kwara,Electrician,Not Available,Advance,Chinonso Okafor
Borno,Borno,Barber,Available,Advance,Oluwaseun Ojo
Imo,Imo,Shoe Cobbler,Available,On-Demand,Oluwatobi Adeyemi
Abia,Abia,Caterer,Available,Advance,Umar Umar
Delta,Delta,Caterer,Not Available,On-Demand,Fatima Umar
Enugu,Enugu,Hairdresser,Available,Advance,Oluwaseun Adebiyi
Anambra,Anambra,Electrician,Available,Advance,Nneka Okoye
Edo,Edo,Electrician,Available,Advance,Uchechi Onyeka
Kebbi,Kebbi,Graphic Designer,Not Available,Advance,Fatima Muhammad
Anambra,Anambra,Painter,Available,On-Demand,Fatima Yusuf
Sokoto,Sokoto,Mechanic,Not Available,Advance,Babatunde Ogunleye
Kwara,Kwara,Tailor,Available,On-Demand,Ifeoma Okafor
Jigawa,Jigawa,Carpenter,Not Available,Advance,Nneka Onyeka
Ogun,Ogun,Gardener,Not Available,Advance,Oluwatobi Adegbola
Taraba,Taraba,Makeup Artist,Not Available,On-Demand,Oluwatoyin Adegbola
Anambra,Anambra,Dressmaker,Available,Advance,Oluwakemi Ogunleye
Adamawa,Adamawa,Hairdresser,Not Available,On-Demand,Adetokunbo Adeyemi
Ondo,Ondo,Welder,Not Available,On-Demand,Uchechi Nwankwo
Kwara,Kwara,Painter,Available,On-Demand,Oluwatobi Ojo
Borno,Borno,Gardener,Not Available,Advance,Olumide Adeyemi
Osun,Osun,Tiler,Available,Advance,Abubakar Hassan
Jigawa,Jigawa,Electrician,Not Available,On-Demand,Olufemi Adeyemi
Benue,Benue,Makeup Artist,Available,Advance,Babatunde Ajayi
Cross River,Cross River,Graphic Designer,Not Available,On-Demand,Uchechi Eze
Lagos,Lagos,Interior Decorator,Not Available,On-Demand,Chidinma Eze
Taraba,Taraba,Barber,Available,On-Demand,Chidinma Okafor
Delta,Delta,Hairdresser,Not Available,Advance,Oluwaseun Ogunlana
Katsina,Katsina,Painter,Not Available,Advance,Sadiya Umar
Imo,Imo,Graphic Designer,Available,On-Demand,Oluwatoyin Ogunleye
Kwara,Kwara,Barber,Available,On-Demand,Hauwa Yusuf
Ogun,Ogun,Barber,Not Available,Advance,Chizoba Okoye
Sokoto,Sokoto,Electrician,Not Available,Advance,Ifeoma Okoye
Cross River,Cross River,Barber,Not Available,On-Demand,Oluwaseun Ogunlana
Oyo,Oyo,Makeup Artist,Not Available,Advance,Chukwudi Okafor
Ondo,Ondo,Furniture Maker,Not Available,Advance,Olumide Ogunleye
Kaduna,Kaduna,Tiler,Not Available,On-Demand,Babatunde Ogunleye
Edo,Edo,Barber,Available,On-Demand,Obinna Okafor
Jigawa,Jigawa,Interior Decorator,Available,Advance,Aisha Abubakar
Oyo,Oyo,Electrician,Available,Advance,Nneka Okafor
Kebbi,Kebbi,Hairdresser,Available,Advance,Chizoba Nwankwo
Plateau,Plateau,Dressmaker,Available,On-Demand,Adetokunbo Adegbola
Zamfara,Zamfara,Carpenter,Not Available,Advance,Yusuf Abubakar
Ondo,Ondo,Interior Decorator,Available,On-Demand,Olufemi Adegbola
Kano,Kano,Electrician,Not Available,On-Demand,Umar Ali
Plateau,Plateau,Electrician,Available,On-Demand,Ifeoma Okafor
Enugu,Enugu,Makeup Artist,Available,On-Demand,Chidinma Onyeka
Ogun,Ogun,Gardener,Available,On-Demand,Chinonso Onyeka
Enugu,Enugu,Hairdresser,Available,On-Demand,Aisha Ali
Kebbi,Kebbi,Carpenter,Not Available,Advance,Ifeoma Okeke
Katsina,Katsina,Furniture Maker,Not Available,On-Demand,Aliyu Sani
Bauchi,Bauchi,Mechanic,Available,Advance,Chukwudi Okoye
Borno,Borno,Interior Decorator,Not Available,On-Demand,Oluwakemi Olawale
Katsina,Katsina,Furniture Maker,Not Available,On-Demand,Ifeoma Eze
Rivers,Rivers,Electrician,Not Available,On-Demand,Oluwaseun Adebiyi
Osun,Osun,Shoe Cobbler,Not Available,Advance,Oluwatoyin Ogunleye
Kwara,Kwara,Electrician,Available,On-Demand,Oluwakemi Ajayi
Abia,Abia,Mechanic,Not Available,On-Demand,Aliyu Ali
Adamawa,Adamawa,Tiler,Available,Advance,Chidinma Okoye
Delta,Delta,Furniture Maker,Available,On-Demand,Oluwatoyin Adebiyi
Gombe,Gombe,Event Planner,Available,On-Demand,Oluwatoyin Adegbola
Akwa Ibom,Akwa Ibom,Shoe Cobbler,Not Available,Advance,Sadiya Ibrahim
Katsina,Katsina,Graphic Designer,Not Available,On-Demand,Oluwakemi Ogunlana
Abia,Abia,Carpenter,Available,Advance,Adetokunbo Ajayi
Ogun,Ogun,Event Planner,Not Available,Advance,Umar Sani
Delta,Delta,Gardener,Available,Advance,Chidinma Okafor
Bayelsa,Bayelsa,Furniture Maker,Not Available,On-Demand,Chinonso Onyeka
Plateau,Plateau,Shoe Cobbler,Not Available,Advance,Chinonso Okafor
Bauchi,Bauchi,Hairdresser,Available,On-Demand,Fatima Ibrahim
Bayelsa,Bayelsa,Tailor,Available,On-Demand,Chidinma Eze
Bauchi,Bauchi,Furniture Maker,Not Available,On-Demand,Chinonso Okafor
Katsina,Katsina,Interior Decorator,Available,Advance,Ifeoma Okafor
Lagos,Lagos,Caterer,Not Available,On-Demand,Chukwudi Eze
Katsina,Katsina,Dressmaker,Available,Advance,Oluwakemi Adeyemi
Ebonyi,Ebonyi,Shoe Cobbler,Not Available,Advance,Chizoba Okafor
Katsina,Katsina,Electrician,Available,On-Demand,Sadiya Hassan
Benue,Benue,Tailor,Not Available,Advance,Oluwatoyin Adegbola
Niger,Niger,Carpenter,Not Available,Advance,Aisha Abubakar
Ogun,Ogun,Dressmaker,Not Available,Advance,Obinna Okoye
Edo,Edo,Makeup Artist,Not Available,Advance,Uchechi Okeke
Adamawa,Adamawa,Mechanic,Available,On-Demand,Yusuf Umar
Yobe,Yobe,Interior Decorator,Not Available,On-Demand,Olufemi Adeyemi
Plateau,Plateau,Furniture Maker,Available,Advance,Chinonso Okafor
Kaduna,Kaduna,Barber,Not Available,On-Demand,Oluwaseun Ojo
Niger,Niger,Dressmaker,Available,Advance,Abubakar Ali
Cross River,Cross River,Painter,Available,Advance,Oluwakemi Ojo
Adamawa,Adamawa,Gardener,Available,On-Demand,Ifeoma Okafor
Kaduna,Kaduna,Mechanic,Available,Advance,Aisha Hassan
Niger,Niger,Plumber,Available,Advance,Aisha Umar
Imo,Imo,Dressmaker,Not Available,Advance,Babatunde Olawale
Kogi,Kogi,Welder,Not Available,Advance,Ifeoma Okoye
Plateau,Plateau,Carpenter,Available,On-Demand,Aliyu Ali
Katsina,Katsina,Event Planner,Available,On-Demand,Nneka Okafor
Osun,Osun,Caterer,Not Available,On-Demand,Oluwakemi Ajayi
Sokoto,Sokoto,Interior Decorator,Available,Advance,Aliyu Sani
Borno,Borno,Graphic Designer,Available,On-Demand,Obinna Nwankwo
Osun,Osun,Tiler,Not Available,Advance,Sadiya Hassan
Oyo,Oyo,Graphic Designer,Not Available,Advance,Olufemi Ojo
Benue,Benue,Barber,Available,Advance,Oluwakemi Olawale
Plateau,Plateau,Event Planner,Available,On-Demand,Obinna Nwankwo
Nasarawa,Nasarawa,Graphic Designer,Available,Advance,Aliyu Yusuf
Taraba,Taraba,Dressmaker,Not Available,On-Demand,Oluwakemi Ogunleye
Benue,Benue,Gardener,Available,On-Demand,Olumide Ojo
Bayelsa,Bayelsa,Furniture Maker,Available,Advance,Nneka Onyeka
Cross River,Cross River,Welder,Available,On-Demand,Olumide Adegbola
Bauchi,Bauchi,Tiler,Not Available,On-Demand,Oluwatobi Adebiyi
Jigawa,Jigawa,Carpenter,Available,On-Demand,Yusuf Muhammad
Benue,Benue,Dressmaker,Not Available,On-Demand,Oluwaseun Adegbola
Kano,Kano,Photographer,Available,Advance,Sadiya Umar
Ogun,Ogun,Mechanic,Not Available,Advance,Aliyu Sani
Bayelsa,Bayelsa,Graphic Designer,Not Available,On-Demand,Abubakar Abubakar
Akwa Ibom,Akwa Ibom,Tailor,Not Available,On-Demand,Olumide Olawale
Ekiti,Ekiti,Barber,Not Available,On-Demand,Obinna Okafor
Abia,Abia,Painter,Available,Advance,Olufemi Adebiyi
Delta,Delta,Barber,Available,On-Demand,Fatima Hassan
Cross River,Cross River,Tiler,Available,Advance,Fatima Muhammad
Ondo,Ondo,Tiler,Not Available,Advance,Aisha Sani
Rivers,Rivers,Graphic Designer,Not Available,Advance,Uchechi Onyeka
Rivers,Rivers,Mechanic,Not Available,On-Demand,Babatunde Ojo
Enugu,Enugu,Photographer,Not Available,Advance,Aliyu Yusuf
Taraba,Taraba,Interior Decorator,Not Available,On-Demand,Chidinma Ibe
Ebonyi,Ebonyi,Dressmaker,Available,Advance,Obinna Okafor
Delta,Delta,Event Planner,Available,On-Demand,Oluwaseun Adebiyi
Yobe,Yobe,Furniture Maker,Not Available,On-Demand,Chidinma Nwankwo
Ebonyi,Ebonyi,Graphic Designer,Not Available,On-Demand,Adetokunbo Olawale
Bayelsa,Bayelsa,Interior Decorator,Not Available,On-Demand,Chizoba Ibe
Kano,Kano,Dressmaker,Available,Advance,Oluwatobi Adegbola
Bayelsa,Bayelsa,Event Planner,Not Available,On-Demand,Abubakar Ali
Enugu,Enugu,Tiler,Available,On-Demand,Obinna Okeke
